word,frequency
спокойн,6
ноч,5
те,5
лож,3
спат,3
сна,3
врем,2
молча,2
ком,2
неч,2
ждат,2
догна,2
спас,2
крыш,1
дом,1
дрожат,1
тяжест,1
дне,1
небесн,1
пастух,1
пасет,1
облак,1
город,1
стреля,1
дроб,1
огн,1
сильн,1
власт,1
велик,1
ждал,1
пришл,1
переста,1
сад,1
седл,1
сосед,1
приход,1
слыш,1
стук,1
коп,1
меша,1
уснут,1
тревожат,1
сон,1
отправля,1
пут,1
