word,frequency
откуд,4
взял,4
печал,4
врод,4
сто,3
гор,3
город,2
ноч,2
лун,2
дом,2
свет,2
окн,2
видн,2
дал,2
жив,2
здор,2
жит,2
туж,2
вокруг,2
черт,2
вида,2
холодн,1
земл,1
фонар,1
машин,1
гуд,1
сегодн,1
капл,1
кров,1
красн,1
благода,1
красот,1
кричат,1
ур,1
бегут,1
вперед,1
всем,1
нов,1
ден,1
встает,1
