word,frequency
работ,3
десят,3
час,3
девят,2
девя,2
напиш,2
пуска,2
долж,1
прийт,1
ятольк,1
вста,1
стол,1
завтрак,1
сто,1
уйт,1
наверн,1
смог,1
подойт,1
объяснительн,1
врач,1
пут,1
встреча,1
руга,1
позор,1
