word,frequency
земл,6
неб,6
кто-т,5
люд,4
войн,4
котор,4
где-т,3
покаж,2
замк,2
б,2
дела,2
стен,2
уверен,1
завтрашн,1
дне,1
нарис,1
портрет,1
погибш,1
пут,1
выж,1
полк,1
долж,1
стат,1
двер,1
ключ,1
ден,1
ноч,1
сын,1
доч,1
теорем,1
верн,1
станет,1
плеч,1
дрогнет,1
