word,frequency
мам,6
узна,6
утр,6
растоп,6
снег,6
замет,3
сок,3
помог,3
размина,2
папирос,2
смотр,2
потолок,2
мог,2
жит,2
собира,1
чемода,1
отступа,1
выхож,1
порог,1
слыш,1
стук,1
коп,1
убьет,1
враг,1
навек,1
тепл,1
