word,frequency
ситар,7
игра,6
'',4
джордж,3
харрисон,3
люб,2
куп,2
сказа,2
котор,1
очен,1
деньг,1
послуша,1
мантр,1
заторча,1
билет,1
пароход,1
уеха,1
дел,1
уш,1
врем,1
нем,1
че,1
рав,1
шанкар,1
сидел,1
поз,1
лотос,1
спин,1
слон,1
рук,1
пар,1
двадца,1
бус,1
буд,1
жит,1
гуд,1
ба,1
ушел,1
