word,frequency
бездельник,6
мама-мам,4
гуля,3
зна,3
дом,2
у-,2
о-,2
цел,2
дальш,1
дела,1
ник,1
лишн,1
словн,1
куч,1
лом,1
у-у-,1
толп,1
иголк,1
сен,1
снов,1
человек,1
болта,1
ден,1
