word,frequency
ноч,9
электрическ,6
окн,4
свет,4
любл,4
ден,3
бьет,3
люб,2
глаз,2
голос,2
ман,2
зна,2
прож,2
след,2
солнц,1
дел,1
прав,1
уйт,1
тен,1
меньш,1
машин,1
дым,1
пепел,1
папирос,1
кухн,1
хран,1
тайн,1
дом,1
вряд,1
всерьез,1
дожд,1
льет,1
знач,1
одинок,1
магнитофон,1
хрип,1
радост,1
дня,1
помн,1
завтр,1
ждет,1
нескольк,1
встреч,1
коф,1
известн,1
каф,1
согреет,1
