word,frequency
вчер,2
слишк,2
поздн,2
лег,2
электричк,2
везет,2
туд,2
хоч,2
тамбур,2
врем,2
поч,2
молч,2
сегодн,1
ран,1
встал,1
спал,1
наверн,1
утр,1
нужн,1
пойт,1
врач,1
холодн,1
тепл,1
накур,1
свеж,1
крич,1
