word,frequency
стук,4
слов,3
пор,2
утр,2
стран,2
зовет,2
дорог,2
сердц,2
двер,2
оберн,2
порог,2
скаж,2
одн,2
лиш,2
вер,2
струн,1
провод,1
ток,1
рук,1
телефон,1
голос,1
говор,1
'',1
пальт,1
гвозд,1
шарф,1
рукав,1
перчатк,1
карман,1
шепчут,1
подожд,1
вокза,1
поезд,1
проводник,1
выдаст,1
бел,1
ча,1
усн,1
сквоз,1
грохот,1
колес,1
послыш,1
проща,1
