word,frequency
встрет,2
зал,2
ах,2
братск,2
4,2
р,2
любов,2
живет,2
сказа,2
шла,1
кин,1
пошел,1
след,1
ряд,1
куп,1
билет,1
подума,1
сестр,1
врем,1
погас,1
ве,1
свет,1
гор,1
сожжет,1
дотл,1
геро,1
фильм,1
смотрел,1
игра,1
пел,1
очен,1
рад,1
улыбнул,1
брат,1
