word,frequency
дерев,12
посад,8
знаю-,4
кажет,4
ряд,2
проживет,1
недел,1
город,1
обреч,1
врем,1
провож,1
дел,1
надоел,1
дом,1
завтр,1
слома,1
школьник,1
скор,1
остав,1
пок,1
радостн,1
больн,1
мир,1
сын,1
