word,frequency
мно,2
обеща,2
давн,2
повел,1
рестора,1
такс,1
дом,1
сказа,1
очен,1
рад,1
завтр,1
встрет,1
обвел,1
вокруг,1
пальц,1
зна,1
игра,1
прийт,1
букет,1
рук,1
завя,1
писа,1
длин,1
письм,1
т,1
открытк,1
привет,1
хоч,1
соверш,1
убийств,1
держа,1
ответ,1
