word,frequency
вер,6
драк,3
зна,3
нам,3
днем,2
сдела,2
хочеш,2
вмест,2
буд,2
тоб,2
можеш,2
дат,2
говор,2
оглян,1
прав,1
отд,1
лишн,1
ден,1
меньш,1
ноч,1
окурок,1
оплавлен,1
фильтр,1
брошен,1
хочет,1
умерет,1
молод,1
спи,1
став,1
час,1
завтр,1
звонок,1
поднимет,1
рван,1
флаг,1
сон,1
стар,1
памя,1
должн,1
спат,1
спокойн,1
