word,frequency
хоч,3
огн,2
врем,2
денег,2
гост,2
некуд,2
пойт,2
дожд,1
идет,1
утр,1
карма,1
пуст,1
час,1
шест,1
папирос,1
знаком,1
гор,1
свет,1
куда-т,1
подева,1
попа,1
какой-т,1
круг,1
пит,1
прост,1
где-нибуд,1
сест,1
