word,frequency
больн,4
идеш,3
тво,3
девушк,3
ден,2
магазин,2
солнц,2
свет,2
растет,2
трав,2
нужн,2
вечеринк,2
почему-т,1
груст,1
вокруг,1
поют,1
молч,1
потеря,1
аппет,1
хочеш,1
сход,1
кин,1
куп,1
вин,1
голов,1
поник,1
иссяк,1
чист,1
горн,1
родник,1
где-т,1
леж,1
мед,1
пьет,1
аспирин,1
