word,frequency
мог,3
назад,2
можеш,2
преда,2
б,2
попроб,2
смотр,1
вернут,1
друз,1
одн,1
преврат,1
машин,1
знаеш,1
чо,1
судьб,1
поколен,1
т,1
бежа,1
тво,1
плюс,1
геро,1
повод,1
нек,1
подросток,1
прочита,1
вагон,1
романтическ,1
книг,1
умерет,1
знал,1
умира,1
спаст,1
дожд,1
внутр,1
сдержа,1
желан,1
выйт,1
вон,1
педагогическ,1
неудач,1
прост,1
воврем,1
остановл,1
хочеш,1
проснут,1
сон,1
