word,frequency
прот,4
наш,3
встава,2
помрет,2
любл,2
врут,2
правд,2
уста,2
пыта,2
найт,2
приют,2
говор,2
плох,2
иска,2
зна,2
процент,2
сумасшедш,2
дан,2
час,2
вер,2
глаз,2
уш,2
нескольк,2
тех,2
начина,1
нов,1
ден,1
машин,1
туда-сюд,1
солнц,1
лен,1
знач,1
ерунд,1
муравейник,1
живет,1
кто-т,1
лапк,1
слома,1
счет,1
свадьб,1
заживет,1
могл,1
вест,1
войн,1
те,1
справля,1
будущ,1
тума,1
прошл,1
ад,1
ра,1
деньг,1
лезут,1
карма,1
утр,1
